customer_id,snapshot_date,region,preferred_channel,tenure_months,orders_last_6m,avg_order_value,total_spend_12m,last_order_days_ago,last_order_date,support_tickets_6m,returns_6m,is_premium_member,discount_rate,sessions_30d,pages_per_session,email_open_rate,churned
C001769,2025-09-05,NA,email,4,2,71.94,451.22,63,2025-07-04,0,0,0,0.38,19,5.6,0.3,0
C001770,2025-09-05,EU,web,27,1,38.38,59.34,59,2025-07-08,4,0,0,0.166,14,4.15,0.153,1
C001771,2025-09-05,NA,store,26,0,30.2,0.0,38,2025-07-29,0,1,0,0.253,24,3.57,0.389,0
C001772,2025-09-05,LATAM,mobile,4,4,57.11,693.47,58,2025-07-09,2,0,0,0.574,11,5.76,0.151,0
C001773,2025-09-05,APAC,email,17,1,30.63,275.63,94,2025-06-03,0,0,0,0.477,14,4.15,0.491,0
C001774,2025-09-05,EU,web,24,2,52.26,414.27,87,2025-06-10,0,0,0,0.528,1,4.72,0.166,0
C001775,2025-09-05,APAC,web,7,4,61.25,145.19,87,2025-06-10,0,0,0,0.562,3,4.03,0.3,0
C001776,2025-09-05,APAC,web,21,3,34.09,314.81,71,2025-06-26,0,0,0,0.364,18,5.92,0.197,0
C001777,2025-09-05,APAC,store,21,0,80.67,125.91,1,2025-09-04,1,0,0,0.405,3,4.2,0.5,1
C001778,2025-09-05,LATAM,email,8,4,21.18,147.96,9,2025-08-27,1,1,1,0.243,11,4.83,0.471,0
C001779,2025-09-05,NA,web,20,0,63.81,535.03,4,2025-09-01,0,0,0,0.125,16,1.65,0.179,0
C001780,2025-09-05,LATAM,store,15,4,90.08,0.0,0,2025-09-05,1,0,1,0.093,5,6.91,0.159,1
C001781,2025-09-05,NA,store,2,1,76.95,578.19,5,2025-08-31,2,0,1,0.145,10,3.98,0.289,1
C001782,2025-09-05,APAC,email,16,5,56.95,371.33,40,2025-07-27,0,1,1,0.282,20,4.07,0.259,0
C001783,2025-09-05,LATAM,mobile,20,1,58.96,298.48,69,2025-06-28,2,2,0,0.122,15,3.2,0.465,0
C001784,2025-09-05,NA,email,18,2,105.08,995.3,13,2025-08-23,0,1,0,0.3,10,3.68,0.274,1
C001785,2025-09-05,EU,email,7,3,7.36,59.81,16,2025-08-20,1,0,0,0.388,9,3.16,0.261,1
C001786,2025-09-05,APAC,store,12,2,97.1,273.71,9,2025-08-27,1,0,0,0.455,3,4.54,0.395,1
C001787,2025-09-05,NA,mobile,20,1,77.32,1106.2,25,2025-08-11,0,0,1,0.207,41,1.74,0.358,0
C001788,2025-09-05,APAC,web,5,0,58.89,661.02,18,2025-08-18,0,0,1,0.213,2,4.31,0.245,0
C001789,2025-09-05,NA,email,16,0,24.01,277.06,65,2025-07-02,0,0,0,0.241,3,5.11,0.178,1
C001790,2025-09-05,LATAM,web,29,3,81.36,292.61,17,2025-08-19,1,0,1,0.187,5,5.03,0.199,1
C001791,2025-09-05,NA,email,13,2,31.78,371.04,73,2025-06-24,1,0,1,0.047,10,3.71,0.593,0
C001792,2025-09-05,NA,mobile,14,4,76.95,890.68,38,2025-07-29,0,0,0,0.371,11,4.44,0.427,0
C001793,2025-09-05,APAC,web,12,3,102.32,273.64,1,2025-09-04,0,0,0,0.588,19,3.3,0.35,0
C001794,2025-09-05,LATAM,mobile,27,0,90.4,340.64,28,2025-08-08,1,0,0,0.482,15,2.56,0.569,1
C001795,2025-09-05,NA,mobile,15,2,75.17,850.11,46,2025-07-21,0,0,1,0.284,7,2.32,0.0,0
C001796,2025-09-05,NA,store,16,4,101.43,510.75,24,2025-08-12,1,0,0,0.025,13,5.29,0.0,1
C001797,2025-09-05,NA,email,10,4,79.22,573.9,71,2025-06-26,1,1,0,0.32,2,2.33,0.149,0
C001798,2025-09-05,EU,store,10,4,65.58,299.64,8,2025-08-28,0,0,0,0.394,21,4.22,0.206,0
C001799,2025-09-05,LATAM,store,3,5,66.66,559.04,27,2025-08-09,0,0,0,0.243,8,3.13,0.192,0
C001800,2025-09-05,EU,mobile,5,2,48.09,280.05,111,2025-05-17,0,0,0,0.382,9,3.58,0.113,1
C001801,2025-09-05,APAC,mobile,10,2,71.9,694.7,39,2025-07-28,1,0,0,0.226,18,3.59,0.388,0
C001802,2025-09-05,APAC,web,0,3,63.62,176.64,124,2025-05-04,2,0,0,0.009,13,5.65,0.06,0
C001803,2025-09-05,NA,store,9,3,68.82,568.47,29,2025-08-07,3,1,0,0.559,8,4.2,0.12,0
C001804,2025-09-05,EU,email,19,3,89.5,909.02,184,2025-03-05,0,0,0,0.349,0,3.51,0.0,1
C001805,2025-09-05,APAC,mobile,0,4,82.63,711.48,33,2025-08-03,0,0,0,0.488,29,1.56,0.247,1
C001806,2025-09-05,APAC,store,5,0,81.83,704.9,63,2025-07-04,2,0,0,0.048,11,1.0,0.542,0
C001807,2025-09-05,LATAM,store,7,4,42.66,0.0,30,2025-08-06,1,1,1,0.212,18,4.35,0.3,0
C001808,2025-09-05,LATAM,email,28,7,12.44,160.42,25,2025-08-11,1,0,0,0.264,9,2.33,0.0,0
C001809,2025-09-05,APAC,store,13,0,118.16,1276.64,76,2025-06-21,0,0,1,0.209,16,2.82,0.132,0
C001810,2025-09-05,LATAM,mobile,11,0,59.05,188.16,39,2025-07-28,1,0,1,0.244,18,4.81,0.23,0
C001811,2025-09-05,EU,mobile,0,4,56.74,144.63,64,2025-07-03,1,1,1,0.221,12,3.12,0.31,0
C001812,2025-09-05,NA,web,11,4,67.07,580.66,58,2025-07-09,0,0,0,0.461,9,4.88,0.033,0
C001813,2025-09-05,EU,store,4,3,51.42,725.45,26,2025-08-10,0,0,0,0.555,14,2.84,0.529,0
C001814,2025-09-05,APAC,web,11,6,69.42,638.18,48,2025-07-19,2,0,1,0.134,6,3.69,0.216,0
C001815,2025-09-05,NA,email,12,5,74.07,1270.55,1,2025-09-04,3,0,0,0.384,14,3.66,0.465,1
C001816,2025-09-05,NA,email,25,6,76.62,495.1,108,2025-05-20,0,0,0,0.251,3,1.0,0.224,0
C001817,2025-09-05,NA,mobile,8,1,65.97,593.57,66,2025-07-01,0,0,0,0.018,19,2.86,0.566,0
C001818,2025-09-05,APAC,store,12,4,83.99,747.89,11,2025-08-25,0,1,0,0.172,11,1.67,0.556,0
C001819,2025-09-05,APAC,store,11,7,89.0,850.88,47,2025-07-20,0,0,1,0.07,8,3.89,0.169,0
C001820,2025-09-05,NA,mobile,0,7,82.36,1215.28,87,2025-06-10,0,0,0,0.58,20,3.08,0.572,0
C001821,2025-09-05,EU,email,16,1,16.03,116.9,5,2025-08-31,2,0,1,0.057,17,1.65,0.53,0
C001822,2025-09-05,APAC,store,11,3,62.28,231.73,10,2025-08-26,0,0,0,0.122,11,5.96,0.437,0
C001823,2025-09-05,APAC,web,14,2,57.56,183.64,9,2025-08-27,0,1,1,0.236,19,1.6,0.412,0
C001824,2025-09-05,LATAM,mobile,10,3,106.09,880.28,50,2025-07-17,0,0,1,0.181,31,2.56,0.511,0
C001825,2025-09-05,LATAM,store,21,3,70.17,471.11,43,2025-07-24,0,0,0,0.556,6,2.93,0.0,0
C001826,2025-09-05,LATAM,store,19,2,37.08,166.05,110,2025-05-18,0,0,0,0.153,24,3.27,0.263,0
C001827,2025-09-05,LATAM,email,14,1,101.34,0.0,42,2025-07-25,0,0,0,0.037,9,3.13,0.225,1
C001828,2025-09-05,APAC,mobile,12,1,100.24,856.88,52,2025-07-15,0,0,0,0.576,7,2.21,0.433,0
C001829,2025-09-05,EU,store,3,2,5.0,48.27,106,2025-05-22,1,0,0,0.269,1,2.52,0.106,1
C001830,2025-09-05,EU,web,0,1,71.73,426.49,7,2025-08-29,1,0,0,0.023,18,5.56,0.0,0
C001831,2025-09-05,LATAM,email,2,3,52.11,530.44,15,2025-08-21,0,0,0,0.246,27,1.25,0.816,0
C001832,2025-09-05,APAC,web,22,0,45.18,476.57,85,2025-06-12,0,0,0,0.461,9,1.78,0.298,0
C001833,2025-09-05,APAC,web,20,4,31.37,249.9,55,2025-07-12,0,0,0,0.304,26,5.49,0.408,0
C001834,2025-09-05,LATAM,email,5,0,109.03,1174.87,16,2025-08-20,1,0,0,0.175,7,4.41,0.134,0
C001835,2025-09-05,LATAM,email,30,1,80.63,231.53,39,2025-07-28,0,0,0,0.117,1,3.07,0.136,0
C001836,2025-09-05,EU,mobile,14,0,90.98,967.33,183,2025-03-06,0,1,1,0.047,16,3.71,0.119,1
C001837,2025-09-05,EU,store,17,2,59.05,368.52,187,2025-03-02,1,0,0,0.422,11,4.0,0.34,0
C001838,2025-09-05,APAC,web,20,0,5.0,18.75,32,2025-08-04,2,0,1,0.026,34,2.99,0.203,1
C001839,2025-09-05,EU,store,8,4,73.75,417.66,53,2025-07-14,0,0,0,0.541,0,5.6,0.676,0
C001840,2025-09-05,APAC,mobile,14,5,96.13,1095.45,32,2025-08-04,0,0,0,0.017,2,1.0,0.461,0
C001841,2025-09-05,EU,mobile,5,0,76.68,1037.63,14,2025-08-22,0,1,0,0.467,7,3.42,0.57,0
C001842,2025-09-05,NA,email,0,4,63.93,398.74,11,2025-08-25,0,1,0,0.586,21,4.48,0.089,1
C001843,2025-09-05,NA,mobile,14,3,61.34,220.02,82,2025-06-15,0,0,0,0.523,13,3.15,0.527,0
C001844,2025-09-05,LATAM,store,19,0,113.52,997.84,27,2025-08-09,2,1,0,0.14,14,5.34,0.022,1
C001845,2025-09-05,APAC,web,0,3,59.89,143.04,91,2025-06-06,0,0,0,0.172,18,4.67,0.13,1
C001846,2025-09-05,APAC,mobile,22,1,38.45,201.42,3,2025-09-02,1,0,0,0.307,27,2.44,0.341,0
C001847,2025-09-05,NA,mobile,4,3,35.52,0.0,131,2025-04-27,0,1,1,0.092,5,2.77,0.19,0
C001848,2025-09-05,NA,store,10,5,89.52,612.0,36,2025-07-31,1,0,1,0.067,17,4.82,0.463,1
C001849,2025-09-05,LATAM,email,8,1,125.03,213.49,59,2025-07-08,0,0,0,0.225,5,7.18,0.416,0
C001850,2025-09-05,APAC,web,0,3,62.06,415.12,49,2025-07-18,1,0,0,0.428,27,2.21,0.237,1
C001851,2025-09-05,NA,mobile,16,5,45.42,273.75,1,2025-09-04,1,0,0,0.032,7,5.23,0.32,1
C001852,2025-09-05,EU,mobile,18,2,119.15,244.36,29,2025-08-07,0,0,0,0.569,15,4.86,0.314,0
C001853,2025-09-05,APAC,mobile,5,3,54.66,411.97,132,2025-04-26,0,0,0,0.19,7,3.56,0.26,0
C001854,2025-09-05,NA,mobile,32,0,91.52,599.82,26,2025-08-10,1,0,0,0.386,23,4.16,0.326,1
C001855,2025-09-05,LATAM,mobile,15,0,60.86,361.12,1,2025-09-04,2,0,1,0.018,13,4.69,0.483,1
C001856,2025-09-05,EU,web,13,2,67.84,421.26,81,2025-06-16,0,0,0,0.183,1,7.51,0.177,1
C001857,2025-09-05,APAC,web,13,2,66.67,509.76,56,2025-07-11,0,1,0,0.536,22,3.75,0.0,0
C001858,2025-09-05,EU,store,0,5,115.89,1227.29,67,2025-06-30,0,0,0,0.166,19,7.51,0.246,1
C001859,2025-09-05,NA,store,1,5,67.56,635.93,119,2025-05-09,0,0,1,0.239,11,4.4,0.281,1
C001860,2025-09-05,LATAM,email,6,3,19.0,220.57,178,2025-03-11,0,0,0,0.027,18,5.19,0.504,0
C001861,2025-09-05,NA,email,2,4,82.77,822.91,55,2025-07-12,0,0,0,0.048,5,3.92,0.081,1
C001862,2025-09-05,EU,mobile,0,0,29.05,307.99,77,2025-06-20,0,1,0,0.565,21,2.8,0.0,1
C001863,2025-09-05,EU,store,7,6,93.57,174.85,32,2025-08-04,3,0,1,0.106,21,4.37,0.534,0
C001864,2025-09-05,NA,store,26,2,70.08,977.47,55,2025-07-12,0,0,0,0.129,0,1.5,0.386,0
C001865,2025-09-05,EU,mobile,7,1,80.2,123.69,27,2025-08-09,0,0,0,0.48,6,2.73,0.213,1
C001866,2025-09-05,EU,email,5,1,51.47,249.06,34,2025-08-02,0,1,1,0.093,3,4.85,0.297,0
C001867,2025-09-05,APAC,mobile,3,3,47.6,45.93,158,2025-03-31,0,1,1,0.294,2,5.24,0.234,0
C001868,2025-09-05,NA,email,11,3,110.38,1504.31,165,2025-03-24,1,1,0,0.165,3,1.18,0.534,0
C001869,2025-09-05,NA,mobile,19,1,36.31,72.08,27,2025-08-09,0,0,0,0.128,16,4.99,0.331,0
C001870,2025-09-05,NA,store,8,0,77.74,71.34,45,2025-07-22,3,0,0,0.121,0,2.6,0.147,0
C001871,2025-09-05,NA,mobile,0,1,96.48,763.03,2,2025-09-03,0,0,0,0.561,27,1.13,0.292,0
C001872,2025-09-05,NA,email,21,5,51.84,278.69,68,2025-06-29,0,0,0,0.366,9,1.0,0.246,1
C001873,2025-09-05,APAC,mobile,27,2,105.21,1331.97,38,2025-07-29,0,0,1,0.077,6,4.12,0.279,0
C001874,2025-09-05,NA,store,10,7,59.15,612.04,16,2025-08-20,0,0,0,0.426,2,4.17,0.338,0
C001875,2025-09-05,APAC,email,25,0,75.62,543.42,66,2025-07-01,1,1,0,0.466,17,5.7,0.167,0
C001876,2025-09-05,NA,mobile,0,1,67.95,318.91,40,2025-07-27,1,0,0,0.152,7,3.07,0.183,0
C001877,2025-09-05,EU,web,23,0,54.38,681.17,77,2025-06-20,1,1,0,0.393,7,4.1,0.429,0
C001878,2025-09-05,EU,mobile,2,3,28.25,0.0,88,2025-06-09,0,0,0,0.551,0,6.48,0.251,0
C001879,2025-09-05,APAC,email,14,6,77.28,1195.71,50,2025-07-17,0,0,0,0.033,9,2.63,0.113,0
C001880,2025-09-05,NA,web,21,0,37.38,353.2,181,2025-03-08,0,0,0,0.453,9,3.32,0.495,0
C001881,2025-09-05,EU,store,8,0,74.25,680.99,17,2025-08-19,0,1,0,0.506,22,5.65,0.231,0
C001882,2025-09-05,NA,email,7,5,98.84,742.9,12,2025-08-24,0,0,0,0.429,21,2.75,0.323,0
C001883,2025-09-05,APAC,store,19,6,42.58,91.11,5,2025-08-31,0,0,0,0.593,2,5.99,0.228,0
C001884,2025-09-05,LATAM,email,27,3,58.51,562.25,23,2025-08-13,0,1,0,0.178,25,5.37,0.389,0
C001885,2025-09-05,NA,store,23,0,65.72,34.39,48,2025-07-19,0,0,0,0.128,10,4.05,0.33,0
C001886,2025-09-05,EU,store,3,4,85.59,156.26,7,2025-08-29,0,0,0,0.534,6,4.32,0.227,1
C001887,2025-09-05,LATAM,web,0,2,58.38,548.82,26,2025-08-10,0,0,0,0.013,13,2.91,0.1,1
C001888,2025-09-05,LATAM,store,15,2,73.23,697.75,107,2025-05-21,1,0,1,0.031,2,1.89,0.098,0
C001889,2025-09-05,APAC,mobile,19,2,87.95,1012.69,6,2025-08-30,1,0,1,0.139,17,6.09,0.13,0
C001890,2025-09-05,NA,mobile,9,0,21.68,157.37,76,2025-06-21,0,1,1,0.057,11,5.58,0.179,0
C001891,2025-09-05,EU,mobile,19,2,45.47,346.65,11,2025-08-25,0,0,0,0.049,28,5.35,0.0,1
C001892,2025-09-05,APAC,web,16,1,103.72,721.67,41,2025-07-26,1,0,1,0.113,2,4.6,0.358,0
C001893,2025-09-05,EU,web,18,6,100.73,636.36,70,2025-06-27,0,0,0,0.148,5,5.07,0.2,0
C001894,2025-09-05,LATAM,mobile,21,3,70.93,928.03,134,2025-04-24,0,0,0,0.263,20,5.31,0.254,0
C001895,2025-09-05,LATAM,web,1,3,66.68,4.46,55,2025-07-12,0,1,1,0.036,6,5.19,0.249,1
C001896,2025-09-05,LATAM,mobile,3,0,72.05,569.7,194,2025-02-23,0,0,0,0.226,17,4.27,0.206,1
C001897,2025-09-05,NA,store,9,5,27.87,165.4,29,2025-08-07,0,1,0,0.013,12,3.35,0.235,0
C001898,2025-09-05,APAC,mobile,3,2,77.95,572.2,6,2025-08-30,0,0,1,0.147,15,5.51,0.185,0
C001899,2025-09-05,APAC,store,1,3,122.56,625.38,19,2025-08-17,1,1,0,0.504,5,5.17,0.61,0
C001900,2025-09-05,NA,mobile,4,4,92.67,253.82,80,2025-06-17,0,0,0,0.193,25,2.15,0.435,0
C001901,2025-09-05,LATAM,mobile,25,1,62.55,232.46,14,2025-08-22,2,0,0,0.384,7,3.0,0.0,0
C001902,2025-09-05,APAC,mobile,20,1,90.43,528.15,124,2025-05-04,0,0,0,0.285,9,2.94,0.221,1
C001903,2025-09-05,APAC,web,15,0,95.9,268.17,161,2025-03-28,0,0,1,0.092,14,2.6,0.027,0
C001904,2025-09-05,NA,mobile,11,4,46.91,804.43,107,2025-05-21,2,1,0,0.402,20,5.26,0.726,1
C001905,2025-09-05,LATAM,mobile,0,3,110.35,172.51,80,2025-06-17,0,0,0,0.497,19,4.32,0.468,0
C001906,2025-09-05,NA,mobile,26,4,38.7,144.43,8,2025-08-28,1,0,0,0.146,6,2.63,0.0,0
C001907,2025-09-05,APAC,email,2,3,82.9,355.54,3,2025-09-02,1,0,0,0.517,24,2.18,0.494,1
C001908,2025-09-05,EU,store,0,7,12.5,0.0,127,2025-05-01,1,1,0,0.265,15,2.12,0.112,0
C001909,2025-09-05,EU,store,27,4,48.87,522.42,71,2025-06-26,0,0,0,0.412,15,3.6,0.45,0
C001910,2025-09-05,EU,email,6,4,107.61,907.37,23,2025-08-13,0,1,0,0.12,10,4.12,0.1,1
C001911,2025-09-05,APAC,email,8,1,95.13,659.19,29,2025-08-07,0,0,0,0.355,2,4.73,0.0,0
C001912,2025-09-05,LATAM,mobile,6,1,63.11,204.69,136,2025-04-22,0,0,0,0.392,1,2.1,0.093,0
C001913,2025-09-05,EU,email,19,7,62.55,590.04,11,2025-08-25,0,0,0,0.223,6,4.24,0.533,0
C001914,2025-09-05,EU,web,1,1,124.94,771.37,77,2025-06-20,1,1,1,0.068,18,5.62,0.259,0
C001915,2025-09-05,NA,email,1,3,41.91,592.41,64,2025-07-03,1,0,0,0.488,0,4.62,0.234,1
C001916,2025-09-05,LATAM,mobile,11,2,75.88,755.34,40,2025-07-27,2,0,1,0.116,12,5.46,0.276,0
C001917,2025-09-05,NA,email,19,2,87.37,398.89,25,2025-08-11,0,0,1,0.17,15,3.57,0.246,0
C001918,2025-09-05,APAC,web,18,2,55.04,710.45,24,2025-08-12,2,0,0,0.153,5,7.07,0.242,1
C001919,2025-09-05,APAC,email,15,2,71.81,762.03,21,2025-08-15,0,0,0,0.424,15,1.08,0.136,0
C001920,2025-09-05,EU,web,20,2,33.19,252.75,66,2025-07-01,0,1,1,0.046,13,1.0,0.538,0
C001921,2025-09-05,EU,email,18,5,56.53,60.93,33,2025-08-03,2,0,0,0.056,17,7.53,0.158,1
C001922,2025-09-05,APAC,email,24,3,93.92,669.5,111,2025-05-17,0,0,0,0.22,15,1.98,0.273,1
C001923,2025-09-05,APAC,mobile,9,1,88.93,1734.67,119,2025-05-09,2,0,0,0.146,5,1.0,0.438,0
C001924,2025-09-05,APAC,web,22,3,5.0,0.0,64,2025-07-03,0,0,0,0.289,7,2.1,0.445,1
C001925,2025-09-05,EU,store,24,4,63.88,865.78,21,2025-08-15,0,0,1,0.079,13,2.56,0.178,0
C001926,2025-09-05,EU,mobile,10,3,83.74,184.55,91,2025-06-06,0,0,0,0.221,4,4.41,0.108,0
C001927,2025-09-05,EU,mobile,10,4,94.28,508.6,87,2025-06-10,0,1,1,0.257,20,3.63,0.151,0
C001928,2025-09-05,NA,store,12,1,83.68,549.23,32,2025-08-04,0,0,0,0.032,6,5.86,0.254,0
C001929,2025-09-05,APAC,store,22,0,72.03,617.62,9,2025-08-27,0,1,0,0.244,13,3.16,0.328,1
C001930,2025-09-05,LATAM,mobile,0,1,38.49,303.33,70,2025-06-27,2,0,0,0.075,1,6.49,0.162,1
C001931,2025-09-05,LATAM,mobile,10,2,111.21,12.57,68,2025-06-29,1,1,1,0.177,13,4.16,0.348,0
C001932,2025-09-05,EU,web,15,3,141.3,1732.28,8,2025-08-28,0,1,1,0.017,24,5.97,0.0,0
C001933,2025-09-05,LATAM,mobile,15,2,9.99,48.6,33,2025-08-03,1,0,0,0.046,3,2.26,0.399,1
C001934,2025-09-05,EU,email,0,0,53.79,620.23,26,2025-08-10,0,0,0,0.114,9,3.14,0.252,1
C001935,2025-09-05,EU,mobile,27,3,78.88,581.07,118,2025-05-10,1,0,1,0.265,21,5.11,0.52,0
C001936,2025-09-05,EU,email,11,1,53.9,525.26,96,2025-06-01,0,0,0,0.433,12,5.39,0.143,0
C001937,2025-09-05,APAC,store,28,8,70.0,601.89,11,2025-08-25,0,0,1,0.078,26,5.45,0.701,0
C001938,2025-09-05,NA,store,11,2,54.55,237.45,49,2025-07-18,1,1,0,0.011,18,3.32,0.275,0
C001939,2025-09-05,APAC,web,15,1,96.41,382.17,109,2025-05-19,0,0,0,0.211,20,3.08,0.028,0
C001940,2025-09-05,NA,email,13,1,60.31,207.1,66,2025-07-01,1,0,0,0.545,19,5.85,0.196,0
C001941,2025-09-05,EU,store,15,0,63.58,324.04,62,2025-07-05,1,0,0,0.529,16,5.6,0.301,0
C001942,2025-09-05,EU,email,10,3,48.96,196.55,46,2025-07-21,1,0,1,0.047,13,8.45,0.524,0
C001943,2025-09-05,NA,email,7,1,53.33,607.94,43,2025-07-24,0,0,0,0.302,3,4.51,0.467,0
C001944,2025-09-05,LATAM,store,20,2,75.11,270.68,77,2025-06-20,0,1,0,0.039,22,3.9,0.303,0
C001945,2025-09-05,NA,store,13,5,94.48,655.31,75,2025-06-22,0,0,0,0.237,12,5.72,0.405,0
C001946,2025-09-05,APAC,web,29,7,81.28,1024.86,52,2025-07-15,0,0,0,0.168,20,3.72,0.337,0
C001947,2025-09-05,EU,email,19,3,117.72,393.05,83,2025-06-14,0,1,0,0.061,26,5.88,0.36,0
C001948,2025-09-05,APAC,store,9,0,51.65,413.41,86,2025-06-11,0,0,0,0.108,11,2.3,0.325,0
C001949,2025-09-05,NA,web,18,0,41.61,371.28,23,2025-08-13,0,1,0,0.436,21,1.07,0.413,1
C001950,2025-09-05,NA,web,23,2,95.47,216.08,9,2025-08-27,0,0,0,0.544,16,3.34,0.394,0
C001951,2025-09-05,APAC,email,13,0,20.35,236.86,1,2025-09-04,0,0,1,0.066,16,3.94,0.168,0
C001952,2025-09-05,APAC,web,10,5,70.3,298.62,2,2025-09-03,0,0,0,0.537,11,5.71,0.538,0
C001953,2025-09-05,LATAM,email,12,0,70.43,785.2,17,2025-08-19,1,0,1,0.28,8,3.04,0.452,1
C001954,2025-09-05,NA,mobile,25,6,78.03,809.56,104,2025-05-24,1,2,0,0.152,5,2.79,0.405,0
C001955,2025-09-05,APAC,store,10,3,91.9,1017.07,87,2025-06-10,1,0,1,0.251,21,1.66,0.354,0
C001956,2025-09-05,LATAM,email,0,3,85.31,642.4,0,2025-09-05,1,0,0,0.366,12,4.93,0.546,0
C001957,2025-09-05,NA,web,7,3,64.13,405.02,32,2025-08-04,0,1,0,0.421,28,5.06,0.296,0
C001958,2025-09-05,APAC,store,6,6,56.84,147.37,30,2025-08-06,0,0,0,0.135,25,6.55,0.039,0
C001959,2025-09-05,EU,mobile,11,2,91.16,328.1,68,2025-06-29,0,0,0,0.175,18,4.02,0.568,0
C001960,2025-09-05,APAC,email,25,1,27.39,284.95,71,2025-06-26,1,0,1,0.106,10,3.78,0.0,1
C001961,2025-09-05,EU,email,1,0,93.35,652.47,28,2025-08-08,0,0,0,0.011,23,4.3,0.381,1
C001962,2025-09-05,NA,email,4,3,82.42,536.26,15,2025-08-21,0,0,0,0.187,13,2.5,0.383,1
C001963,2025-09-05,APAC,store,33,0,58.71,263.69,42,2025-07-25,0,0,0,0.374,17,3.7,0.568,1
C001964,2025-09-05,LATAM,mobile,9,4,72.12,750.7,102,2025-05-26,0,0,1,0.041,8,4.86,0.305,1
C001965,2025-09-05,LATAM,email,0,1,55.28,454.63,90,2025-06-07,0,0,1,0.126,7,4.35,0.5,0
C001966,2025-09-05,APAC,store,17,0,76.01,471.2,21,2025-08-15,0,1,0,0.095,10,3.62,0.166,1
C001967,2025-09-05,EU,email,4,3,30.16,288.43,44,2025-07-23,0,0,1,0.064,31,5.1,0.0,0
C001968,2025-09-05,LATAM,web,12,1,65.92,493.67,5,2025-08-31,2,0,1,0.045,19,2.19,0.43,0
C001969,2025-09-05,LATAM,store,2,1,53.46,331.89,63,2025-07-04,0,0,0,0.135,17,4.31,0.092,1
C001970,2025-09-05,APAC,email,31,3,59.85,266.1,2,2025-09-03,0,1,0,0.231,4,4.26,0.377,0
C001971,2025-09-05,LATAM,mobile,11,4,21.02,189.2,29,2025-08-07,0,0,1,0.07,25,5.89,0.0,0
C001972,2025-09-05,APAC,mobile,18,4,102.61,204.74,68,2025-06-29,0,0,1,0.146,17,3.78,0.046,0
C001973,2025-09-05,LATAM,mobile,18,3,53.34,546.22,86,2025-06-11,0,0,0,0.03,10,5.13,0.556,1
C001974,2025-09-05,NA,email,15,2,106.24,552.97,91,2025-06-06,1,1,0,0.218,2,2.24,0.0,0
C001975,2025-09-05,EU,web,0,0,86.93,587.19,88,2025-06-09,1,1,0,0.022,28,1.7,0.213,1
C001976,2025-09-05,LATAM,email,4,2,62.34,697.23,60,2025-07-07,0,0,1,0.208,14,6.05,0.391,0
C001977,2025-09-05,LATAM,mobile,21,1,60.76,879.33,32,2025-08-04,0,0,0,0.314,16,6.35,0.182,0
C001978,2025-09-05,LATAM,mobile,5,3,75.47,415.02,71,2025-06-26,0,0,0,0.578,7,3.94,0.096,0
C001979,2025-09-05,APAC,email,0,1,125.9,425.15,3,2025-09-02,0,0,0,0.502,17,4.56,0.0,1
C001980,2025-09-05,LATAM,web,3,5,57.05,778.21,44,2025-07-23,1,0,1,0.263,14,4.5,0.334,1
C001981,2025-09-05,LATAM,web,1,2,54.85,350.04,49,2025-07-18,0,0,0,0.39,4,5.65,0.215,1
C001982,2025-09-05,LATAM,web,17,3,54.96,831.35,59,2025-07-08,0,1,0,0.383,15,4.44,0.0,0
C001983,2025-09-05,APAC,web,26,1,35.82,351.77,63,2025-07-04,0,1,0,0.304,30,3.98,0.184,0
C001984,2025-09-05,LATAM,mobile,11,4,88.61,684.12,18,2025-08-18,2,1,0,0.507,21,3.46,0.404,0
C001985,2025-09-05,LATAM,store,5,7,44.1,349.35,6,2025-08-30,0,2,0,0.01,33,3.29,0.313,1
C001986,2025-09-05,NA,mobile,16,2,101.04,587.2,47,2025-07-20,0,0,0,0.015,1,1.32,0.237,0
C001987,2025-09-05,NA,store,14,2,70.96,1032.71,11,2025-08-25,0,0,0,0.202,5,2.16,0.327,0
C001988,2025-09-05,NA,store,14,3,77.3,431.41,40,2025-07-27,3,1,0,0.528,14,4.62,0.158,0
C001989,2025-09-05,EU,mobile,16,2,99.65,771.89,133,2025-04-25,1,1,0,0.025,15,5.14,0.246,1
C001990,2025-09-05,EU,web,8,2,67.96,670.01,7,2025-08-29,0,0,0,0.308,2,4.25,0.713,0
C001991,2025-09-05,NA,web,12,1,94.92,664.13,71,2025-06-26,0,0,0,0.33,8,5.46,0.396,0
C001992,2025-09-05,EU,web,6,3,70.45,298.94,170,2025-03-19,1,0,1,0.07,5,4.08,0.0,1
C001993,2025-09-05,NA,mobile,0,2,91.58,701.69,16,2025-08-20,0,0,0,0.493,2,4.49,0.191,1
C001994,2025-09-05,LATAM,mobile,3,2,86.14,711.75,40,2025-07-27,0,0,0,0.197,25,2.89,0.592,0
C001995,2025-09-05,NA,store,0,2,88.5,904.85,14,2025-08-22,2,0,0,0.102,3,4.61,0.218,1
C001996,2025-09-05,LATAM,email,2,4,36.74,190.53,25,2025-08-11,0,0,1,0.124,2,2.65,0.439,1
C001997,2025-09-05,NA,store,1,4,75.13,974.64,37,2025-07-30,0,0,0,0.301,19,4.68,0.474,0
